Tanggal;Harga Gabah Kering Giling (GKG) (Rp/Kg);ln (Data);Omega;P;Periodogram;F;1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;24;25;25;26;26;27;27;28;28;29;29;30;30;31;31;32;32;33;33;34;34;35;35;36;36;37;37;38;38;39;39;40;40;41;41;;;;;;;;
;;;;;;;a1;b1;a2;b2;a3;b3;a4;b4;a5;b5;a6;b6;a7;b7;a8;b8;a9;b9;a10;b10;a11;b11;a12;b12;a13;b13;a14;b14;a15;b15;a16;b16;a17;b17;a18;b18;a19;b19;a20;b20;a21;b21;a22;b22;a23;b23;a24;b24;a25;b25;a26;b26;a27;b27;a28;b28;a29;b29;a30;b30;a31;b31;a32;b32;a33;b33;a34;b34;a35;b35;a36;b36;a37;b37;a38;b38;a39;b39;a40;b40;a41;b41;;;;;;;;
65;6264.45;8.742646074;4.920566807;1.276923077;;;0.043539939;-0.206117707;-0.192668727;-0.085199749;-0.123180487;0.17089998;0.141751478;0.15584208;0.181774144;-0.106481904;-0.066614258;-0.199856889;-0.209309469;0.023870095;-0.019904821;0.209723707;0.201081716;0.062820212;0.103022918;-0.18375667;-0.158496695;-0.138776918;-0.168538292;0.126392561;0.088830579;0.191021893;0.205256841;-0.04743274;-0.003986673;-0.210628445;-0.206904751;-0.039631544;-0.081538404;0.194246555;0.173200459;0.119924295;0.153131649;-0.144675269;-0.109902752;-0.179726516;-0.198560482;0.070384446;0.027826819;0.208820266;0.210062832;0.015932418;0.059003666;-0.202234524;-0.185673382;-0.099527035;-0.135752655;0.161094544;0.129559367;0.166116242;0.189306644;-0.092429594;-0.051308552;-0.20432246;-0.210515282;0.007971919;-0.035708955;0.207617692;0.195754813;0.077847856;0.116625152;-0.175438905;-0.147547244;-0.150366374;-0.177614517;0.113284239;0.074129426;0.19719296;0.208256273;-0.031773577;0.011954309;-0.210326722;-0.203314901;-0.055165988;-0.095995505;0.187523594;0.163634696;0.132679771;;;;;;;;
66;6460.29;8.773429487;4.996267835;1.257575758;;;0.059211422;-0.202946605;-0.178239909;-0.11368312;-0.159054772;0.13926556;0.089143357;0.191694493;0.208989556;-0.031885454;0.027924799;-0.209555536;-0.193347125;-0.085499742;-0.136230648;0.161661768;0.117035796;0.176056636;0.201789737;-0.063041406;-0.004000711;-0.211370081;-0.204030786;-0.055360231;-0.110289727;0.180359344;0.142250594;0.15639081;0.189973205;-0.092755044;-0.035834689;-0.208348727;-0.210046461;-0.023954143;-0.081825506;0.194930509;0.164210864;0.133146945;0.173810308;-0.120346556;-0.066848811;-0.200560598;-0.21125652;0.007999989;-0.051489213;0.205041893;0.182414183;0.106856833;0.153670835;-0.14518468;-0.096333511;-0.188183877;-0.207633276;0.03977109;-0.019974907;0.210462158;0.196444078;0.078121963;0.130015554;-0.166701148;-0.123614213;-0.171501729;-0.199259626;0.070632274;0.011996401;0.211067295;0.205979563;0.047599753;0.103385669;-0.184403689;-0.148066767;-0.150895823;-0.18632715;0.099877476;0.043693246;0.20684346;0.210802477;0.015988517;0.07439044;-0.197887289;-0.169131726;-0.126837597;;;;;;;;
67;6505.73;8.780438606;5.071968862;1.23880597;;;0.074449871;-0.198045382;-0.159181841;-0.13937682;-0.186476007;0.099957268;0.027947108;0.20972295;0.206144121;0.047637781;0.117129297;-0.176197289;-0.123712969;-0.171638743;-0.204193787;0.055404459;-0.019990865;0.210630297;0.190124975;0.092829147;0.153793604;-0.145300668;-0.081890876;-0.19508624;-0.211425293;0.00800638;-0.066902217;0.200720826;0.164342053;0.133253316;0.182559914;-0.106942202;-0.035863317;-0.208515177;-0.207799155;-0.039802863;-0.110377838;0.180503434;0.130119424;0.166834326;0.201950948;-0.06309177;0.012005985;-0.211235918;-0.193501591;-0.085568048;-0.148185058;0.151016374;0.089214574;0.191847639;0.210970887;-0.016001291;0.059258726;-0.203108739;-0.169266846;-0.126938928;-0.178382305;0.113773942;0.043728153;0.207008708;0.209156519;0.031910927;0.103468264;-0.184551009;-0.136339483;-0.16179092;-0.199418815;0.070688703;-0.004003907;0.211538945;0.196601018;0.078184375;0.142364238;-0.156515751;-0.096410472;-0.188334217;-0.210214268;0.02397328;-0.051530348;0.205205701;0.173949166;0.120442701;;;;;;;;
68;6867.79;8.834597645;5.14766989;1.220588235;;;0.089764863;-0.193030983;-0.137180445;-0.162788871;-0.205453284;0.055746201;-0.036084528;0.209801329;0.17502211;0.12118561;0.18368597;-0.107601837;-0.020114172;-0.211929496;-0.20064886;-0.071124721;-0.149099085;0.151947865;0.074909089;0.199266955;0.212272187;0.016099989;0.104106471;-0.185689347;-0.124476049;-0.172697436;-0.209080891;0.040048373;-0.051848195;0.20647144;0.165355739;0.134075242;0.191297694;-0.093401731;-0.004028604;-0.212843749;-0.194695137;-0.086095845;-0.160163699;0.140236517;0.059624243;0.204361544;0.210446627;0.032107759;0.117851767;-0.177284099;-0.111058665;-0.181616805;-0.211510901;0.02412115;-0.06731488;0.201958902;0.154742225;0.146196904;0.197813682;-0.078666628;0.01208004;-0.212538852;-0.187626218;-0.100573819;-0.170310909;0.127721906;0.043997874;0.208285568;0.207415648;0.047931618;0.130922019;-0.167863384;-0.097005146;-0.189495891;-0.212729395;0.008055764;-0.082395991;0.196289561;0.143242362;0.157481163;0.203196611;-0.063480929;0.02811949;-0.211016552;-0.179482594;-0.114475716;;;;;;;;
69;7498.08;8.922402267;5.223370918;1.202898551;;;0.105141157;-0.187534862;-0.112162446;-0.183421845;-0.214843654;0.008135828;-0.097969254;0.191379238;0.119023064;0.179046077;0.214381901;-0.016260002;0.090657011;-0.194949465;-0.125713182;-0.174413828;-0.213613049;0.024360884;-0.083214902;0.198240428;0.132223217;0.169531732;0.212538198;-0.032426869;0.07565359;-0.201247414;-0.138543844;-0.164406784;-0.211158888;0.040446402;-0.067983904;0.203966115;0.144666008;0.159046325;0.209477095;-0.048407997;0.060216832;-0.206392637;-0.15058094;-0.153458033;-0.207495228;0.056300248;-0.052363499;0.208523503;0.156280165;0.147649915;0.205216126;-0.064111849;0.044435157;-0.210355661;-0.161755521;-0.141630289;-0.202643054;0.07183161;-0.036443162;0.211886487;0.166999164;0.135407779;0.199779697;-0.079448473;0.028398962;-0.213113787;-0.172003582;-0.128991299;-0.196630158;0.086951528;-0.020314081;0.214035804;0.176761606;0.12239004;0.193198949;-0.094330025;0.0122001;-0.214651217;-0.181266422;-0.115613458;-0.189490984;0.101573395;-0.004068643;0.214959144;0.185511574;0.108671262;;;;;;;;
70;7817.79;8.964157185;5.299071946;1.185714286;;;0.119580066;-0.179883974;-0.08360433;-0.199168151;-0.212147066;-0.040635683;-0.151285626;0.154176184;0.044643104;0.21134008;0.200714623;0.079820275;0.177588813;-0.122962799;-0.004087683;-0.215965106;-0.182114709;-0.116154505;-0.197550345;0.087358442;-0.036613708;0.21287807;0.157011523;0.148340884;0.210457402;-0.048634536;0.076007632;-0.202189209;-0.126301492;-0.175230047;-0.215849076;0.008173902;-0.112687342;0.184280219;0.091081266;0.195861786;0.213532831;0.032578619;0.145343014;-0.159790627;-0.052608549;-0.209499348;-0.203591379;-0.072167766;-0.172808521;0.12959495;0.012257194;0.215655738;0.186379728;0.10917982;0.194103078;-0.094771469;0.028531863;-0.214111114;-0.162512502;-0.142293088;-0.20846626;0.056563721;-0.068302054;0.204920633;0.132841993;0.170325104;0.215385163;-0.016336096;0.105633195;-0.188412485;-0.098427729;-0.192274851;-0.214612712;-0.024474888;-0.139192199;0.165176172;0.060498633;0.20735851;0.206176493;0.064411878;0.167780684;-0.136041458;-0.020409146;-0.215037446;-0.19037776;-0.102048736;;;;;;;;
71;7706.19;8.949779181;5.374772974;1.169014085;;;0.132628922;-0.170051912;-0.052524168;-0.209163323;-0.197233486;-0.087218324;-0.190072405;0.101885056;-0.036554981;0.212536625;0.145109892;0.159534332;0.215039697;-0.016309893;0.119388266;-0.17959545;-0.068192501;-0.204591952;-0.20326483;-0.072052013;-0.181822608;0.115968199;-0.020376411;0.214692538;0.156759685;0.148102954;0.213190336;-0.032526365;0.105463765;-0.188110282;-0.083470234;-0.198848696;-0.208131892;-0.056472996;-0.172531346;0.129387087;-0.004081127;0.21561871;0.167511573;0.135823255;0.21011984;-0.048556529;0.090935177;-0.195547635;-0.098269856;-0.191966453;-0.211806794;-0.040570505;-0.162251841;0.142064858;0.012237534;0.215309839;0.17730397;0.122765574;0.205845797;-0.064308565;0.07588572;-0.201864909;-0.112506598;-0.183984644;-0.214268485;-0.024435631;-0.151042972;0.153928894;0.028486099;0.213767692;0.186080786;0.109004702;0.200392688;-0.079692248;0.060401597;-0.207025918;-0.126098912;-0.174948988;-0.215502866;-0.008160792;-0.138968943;0.164911239;0.044571499;0.211001103;0.193791748;0.094619461;;;;;;;;
72;7839.29;8.966903548;5.450474001;1.152777778;;;0.145387543;-0.159839583;-0.020415399;-0.215103327;-0.172861465;-0.129634655;-0.212212062;0.040648132;-0.112721866;0.184336678;0.060517168;0.207422039;0.194162546;0.094800504;0.200776116;-0.07984473;0.076030919;-0.202251154;-0.098457884;-0.192333759;-0.208530129;-0.05658105;-0.182170504;0.116190091;-0.036624925;0.21294329;0.132882692;0.170377287;0.21545115;0.0163411;0.157059627;-0.148386332;-0.004088936;-0.216031272;-0.162562291;-0.142336683;-0.214678463;0.024482386;-0.126340188;0.175283732;0.044656781;0.211404829;0.18643683;0.109213269;0.206239659;-0.064431612;0.091109171;-0.195921793;-0.083629944;-0.19922917;-0.203653754;-0.072189877;-0.190436087;0.102080001;-0.052624667;0.209563533;0.119616702;0.179939085;0.213598251;0.032588601;0.167832087;-0.136083137;0.012260949;-0.215721809;-0.151331976;-0.154223419;-0.215915206;0.008176407;-0.139234844;0.165226778;0.028540604;0.214176711;0.177643221;0.123000471;0.21052188;-0.048649436;0.105665558;-0.188470209;-0.06832298;-0.204983415;-0.197610869;-0.087385206;;;;;;;;
73;8207.4;9.012791465;5.526175029;1.136986301;;;0.157863376;-0.149145695;0.012323694;-0.21682576;-0.139947375;-0.166072322;-0.215777075;-0.024607674;-0.17374608;0.130298057;-0.036812352;0.214033022;0.120228837;0.180859919;0.211599221;0.048898399;0.187390916;-0.109772166;0.060826864;-0.208483516;-0.09896174;-0.193318022;-0.204695947;-0.072559307;-0.198622138;0.087832398;-0.084057918;0.200248721;0.076420005;0.203286169;0.195156168;0.095285643;0.207295086;-0.064761339;0.106206299;-0.189434701;-0.052893973;-0.210635969;-0.183102757;-0.116784691;-0.213298052;0.040856148;-0.12698673;0.176180743;0.02868666;0.215272756;0.168690964;0.13677954;0.216553717;-0.016424726;0.14613156;-0.160657558;-0.004109861;-0.217136807;-0.152106413;-0.155012654;-0.217020147;-0.008218249;-0.1633942;0.143065087;-0.020519874;0.216204113;0.133562716;0.171249189;0.214691335;0.032755372;0.178552306;-0.123629923;0.044885311;-0.212486688;-0.113298718;-0.185280016;-0.209597277;-0.056870602;-0.191410639;0.102602393;-0.068672621;0.206032412;0.09157542;0.196924418;0.201803583;0.080253333;;;;;;;;
74;8714.62;9.072757354;5.601876057;1.121621622;;;0.169813336;-0.137689591;0.045183952;-0.213900451;-0.099620174;-0.194604248;-0.199943654;-0.088416784;-0.210991815;0.057248986;-0.127831627;0.177352947;0.012405689;0.218268393;0.147103835;0.16172648;0.216119767;0.032973307;0.188637707;-0.110502526;0.076928459;-0.204638718;-0.069129529;-0.207403233;-0.184321017;-0.117561709;-0.217212731;0.024771399;-0.153118441;0.156044018;-0.020656402;0.21764261;0.12102877;0.182063256;0.208674307;0.065192224;0.203146267;-0.080787292;0.106912934;-0.19069509;-0.03705728;-0.215457074;-0.16448133;-0.144016959;-0.218464073;-0.008272929;-0.174902085;0.131164985;-0.053245898;0.212037419;0.092184709;0.198234639;0.196454624;0.095919619;0.21300708;-0.04922374;0.134451365;-0.172388581;-0.004137205;-0.218581509;-0.140878504;-0.167177271;-0.214717213;-0.041127981;-0.192684174;0.10328505;-0.084617191;0.20158106;0.06123157;0.209870644;0.179740289;0.124452485;0.217994539;-0.016534006;0.158913707;-0.150138024;0.028877525;-0.216705056;-0.114052542;-0.186512762;-0.206057875;-0.073042074;;;;;;;;
75;8230.79;9.015637279;5.677577085;1.106666667;;;0.178608684;-0.12366896;0.076444135;-0.203350357;-0.052910674;-0.210702478;-0.163445792;-0.14311026;-0.215845207;-0.024615444;-0.191471077;0.10263479;-0.098992987;0.193379063;0.028695718;0.215340729;0.146177702;0.160708286;0.211666034;0.048913838;0.201867303;-0.080278674;0.1202668;-0.180917026;-0.004111158;-0.217205368;-0.127026827;-0.176236372;-0.204760581;-0.072582217;-0.209663458;0.056888559;-0.139991564;0.16612476;-0.020526354;0.21627238;0.106239833;0.189494516;0.195217789;0.09531573;0.214759125;-0.032765715;0.157913221;-0.149192789;0.044899484;-0.212553781;-0.08408446;-0.20031195;-0.183160573;-0.116821566;-0.217088672;0.008220844;-0.17380094;0.130339199;-0.068694304;0.206097468;0.06084607;0.208549345;0.168744229;0.136822728;0.216622094;0.016429912;0.187450085;-0.109806827;0.091604335;-0.196986597;-0.036823976;-0.214100603;-0.152154441;-0.155061599;-0.213365401;-0.040869049;-0.198684853;0.087860131;-0.113334492;0.185338519;0.012327586;0.216894224;0.133604889;0.171303261;0.20736054;0.064781788;;;;;;;;
76;7067.49;8.863260675;5.753278113;1.092105263;;;0.184281922;-0.107950941;0.104444235;-0.186291799;-0.004041674;-0.2135343;-0.111418984;-0.182206044;-0.188234954;-0.100900122;-0.213419576;0.008081901;-0.180064908;0.114847122;-0.09731987;0.190110692;0.012119232;0.213228415;0.118234127;0.177859281;0.191918342;0.093704764;0.212960884;-0.016152224;0.175589953;-0.121578785;0.090056096;-0.193657254;-0.02017943;-0.212617081;-0.1248799;-0.173257736;-0.195326808;-0.086375175;-0.212197128;0.024199409;-0.170863467;0.128136288;-0.082663318;0.196926404;0.028210721;0.211701176;0.131346784;0.168408002;0.19845547;0.078921854;0.211129402;-0.032211929;0.16589222;-0.134510237;0.075152124;-0.199913458;-0.0362016;-0.21048201;-0.137625515;-0.163317024;-0.201299847;-0.071355479;-0.209759234;0.040178306;-0.160683335;0.140691501;-0.067533277;0.202614138;0.044140621;0.208961332;0.143707098;0.157992096;0.203855863;0.063686887;0.208088589;-0.048087128;0.155244272;-0.146671226;0.059817688;-0.205024576;-0.052016411;-0.207141318;-0.149582823;-0.152440846;-0.206119858;-0.055927065;;;;;;;;
77;6796.58;8.824174823;5.82897914;1.077922078;;;0.191072006;-0.093291538;0.130767561;-0.167665344;0.043945967;-0.208039839;-0.051787025;-0.206227851;-0.137018604;-0.162596817;-0.194465441;-0.085994271;-0.212478423;0.00804626;-0.187404862;0.100455165;-0.124329195;0.172493692;-0.036041956;0.209553812;0.0595539;0.204120444;0.143073368;0.157295371;0.197580306;0.078573819;0.212021754;-0.016080995;0.183469262;-0.107474891;0.117712729;-0.177074944;0.028086315;-0.2107676;-0.067235463;-0.201720636;-0.148923182;-0.151768601;-0.20041214;-0.07104081;-0.211261366;0.024092693;-0.179270845;0.114340661;-0.110927641;0.181402539;-0.020090441;0.211679467;0.074820713;0.199031865;0.154559664;0.146024425;0.202956885;0.063406036;0.210198348;-0.032069879;0.174815624;-0.121042638;0.103983649;-0.185470276;0.012065788;-0.212288104;-0.082298783;-0.196057983;-0.159974742;-0.14007107;-0.205210896;-0.055680434;-0.208834223;0.040001125;-0.170109981;0.127571223;-0.096890702;0.189272328;-0.004023851;0.212592641;0.08965896;0.19280325;0.165160657;0.133917064;0.207170944;0.047875069;;;;;;;;
78;6985.72;8.851623344;5.904680168;1.064102564;;;0.198194901;-0.078818231;0.155040438;-0.146478649;0.089937854;-0.193402985;0.01210332;-0.212948449;-0.067444606;-0.202348109;-0.137444814;-0.163102591;-0.187987805;-0.100767641;-0.211918516;-0.024167636;-0.205849226;0.055853633;-0.170639126;0.127968047;-0.111272693;0.18196681;-0.036154068;0.210205651;0.044082665;0.208686968;0.118078887;0.177625755;0.175359406;0.121419154;0.207815371;0.04802399;0.210852192;-0.032169635;0.184039963;-0.107809203;0.131174327;-0.168186884;0.059739148;-0.204755382;-0.020152935;-0.212337918;-0.097192091;-0.18986108;-0.16047236;-0.140506775;-0.201035543;-0.07126179;-0.213139359;0.008071289;-0.195070346;0.086261765;-0.149386423;0.152240694;-0.082554782;0.196667842;-0.004036367;0.213253933;0.075053451;0.199650975;0.143518413;0.157784655;0.191666356;0.093581731;0.21268127;0.016131016;0.203588203;-0.063603267;0.165674406;-0.134333627;0.104307101;-0.186047201;0.028173681;-0.211423215;-0.051948114;-0.206869344;-0.124715934;-0.173030252;-0.179828486;-0.114696329;-0.209483823;-0.040125552;;;;;;;;
79;7291.43;8.894454965;5.980381196;1.050632911;;;0.204573335;-0.063911034;0.176207943;-0.122006682;0.131809059;-0.169000714;0.075416623;-0.200617055;0.012161886;-0.213978873;-0.052199483;-0.207870353;-0.111811124;-0.182847319;-0.161248861;-0.141186666;-0.196014261;-0.086679173;-0.212943957;-0.024284579;-0.210497483;0.040319714;-0.188897448;0.10125524;-0.150109281;0.152977363;-0.097662388;0.190779788;-0.036329012;0.211222803;0.028310009;0.212446259;0.090373049;0.194338832;0.144212876;0.15854815;0.184930503;0.108330875;0.208820957;0.04825637;0.213710401;-0.016209072;0.199153935;-0.07919962;0.166476079;-0.134983646;0.118650252;-0.178485258;0.060028217;-0.205746161;-0.004055899;-0.214285835;-0.06777096;-0.20332724;-0.125319415;-0.173867518;-0.171464822;-0.128587264;-0.202008322;-0.071606615;-0.214170707;-0.008110345;-0.206845298;0.0561239;-0.180698648;0.115251327;-0.138109888;0.163891819;-0.082954252;0.197619487;-0.020250452;0.213365388;0.044295974;0.209696772;0.104811827;0.186947454;0.155790655;0.147187436;0.192593799;0.094034558;0.211872472;0.032325299;;;;;;;;
80;7291.34;8.894442622;6.056082224;1.0375;;;0.208820668;-0.048256303;0.192593532;-0.094034428;0.166475848;-0.134983459;0.131808876;-0.16900048;0.090372924;-0.194338562;0.044295913;-0.209696481;-0.004055893;-0.214285538;-0.052199411;-0.207870064;-0.097662253;-0.190779523;-0.138109697;-0.163891591;-0.171464584;-0.128587086;-0.196013989;-0.086679052;-0.210497191;-0.040319658;-0.21417041;0.008110334;-0.206845011;0.056123823;-0.188897186;0.1012551;-0.161248637;0.14118647;-0.125319241;0.173867277;-0.082954136;0.197619213;-0.036328962;0.21122251;0.012161869;0.213978576;0.060028133;0.205745876;0.104811682;0.186947194;0.144212676;0.15854793;0.176207698;0.122006513;0.199153658;0.07919951;0.211872178;0.032325254;0.213710105;-0.016209049;0.204573051;-0.063910945;0.184930247;-0.108330725;0.155790439;-0.147187232;0.118650087;-0.17848501;0.075416518;-0.200616776;0.02830997;-0.212445964;-0.020250424;-0.213365092;-0.067770866;-0.203326958;-0.111810969;-0.182847066;-0.150109072;-0.15297715;-0.180698397;-0.115251167;-0.202008042;-0.071606515;-0.212943661;-0.024284545;;;;;;;;
81;7219.97;8.884606077;6.131783252;1.024691358;;;0.211637865;-0.032289505;0.20434681;-0.063840264;0.192380539;-0.093930433;0.176012826;-0.121871583;0.155618147;-0.147024455;0.131663106;-0.168813579;0.104695768;-0.186740446;0.075333113;-0.20039491;0.044246925;-0.209464573;0.012148419;-0.213741933;-0.020228028;-0.213129127;-0.052141682;-0.207640176;-0.082862396;-0.197400662;-0.111687315;-0.182644851;-0.137956958;-0.16371034;-0.161070309;-0.141030329;-0.180498559;-0.115123708;-0.195797213;-0.086583192;-0.206616257;-0.056061754;-0.212708163;-0.024257689;-0.213933555;0.008101364;-0.210264398;0.040275067;-0.201784637;0.071527324;-0.188688281;0.10114312;-0.171274957;0.128444879;-0.149943064;0.15280797;-0.125180648;0.173674993;-0.097554246;0.190568536;-0.067695917;0.203102094;-0.036288785;0.210988914;-0.004051408;0.214048555;0.028278661;0.212211016;0.059961747;0.205518337;0.090272978;0.194123639;0.11851887;0.17828762;0.144053188;0.158372589;0.166291739;0.134834178;0.184725729;0.108210919;0.19893341;0.079111922;0.208589729;0.048202936;0.213473758;0.016191123;;;;;;;;
82;7212.3;8.883543181;6.207484279;1.012195122;;;0.21344822;-0.016189186;0.211612546;-0.032285642;0.208564774;-0.048197169;0.204322363;-0.063832627;0.198909611;-0.079102457;0.192357524;-0.093919196;0.184703629;-0.108197974;0.175991769;-0.121857004;0.166271845;-0.134818047;0.15559953;-0.147006866;0.144035955;-0.158353642;0.131647355;-0.168793383;0.118504691;-0.178266291;0.104683243;-0.186718105;0.090262179;-0.194100416;0.075324101;-0.200370936;0.059954574;-0.20549375;0.044241632;-0.209439515;0.028275278;-0.212185628;0.012146966;-0.213716362;-0.004050923;-0.214022948;-0.020225608;-0.21310363;-0.036284443;-0.210963673;-0.052135444;-0.207615336;-0.067687818;-0.203077797;-0.082852483;-0.197377046;-0.097542575;-0.190545738;-0.111673953;-0.182623001;-0.125165672;-0.173654216;-0.137940454;-0.163690755;-0.149925125;-0.152789689;-0.161051039;-0.141013457;-0.171254467;-0.128429513;-0.180476965;-0.115109936;-0.188665707;-0.101131019;-0.195773789;-0.086572834;-0.201760497;-0.071518767;-0.206591539;-0.056055047;-0.210239243;-0.040270249;-0.212682716;-0.024254787;-0.213907961;-0.008100395;;;;;;;;
83;7107.41;8.868893181;6.283185307;1;;;0.213708269;1.37446E-16;0.213708269;2.74892E-16;0.213708269;6.0215E-16;0.213708269;5.49785E-16;0.213708269;4.9742E-16;0.213708269;1.2043E-15;0.213708269;1.15193E-15;0.213708269;1.09957E-15;0.213708269;1.0472E-15;0.213708269;9.9484E-16;0.213708269;9.42475E-16;0.213708269;2.4086E-15;0.213708269;8.37745E-16;0.213708269;2.30387E-15;0.213708269;7.33016E-16;0.213708269;2.19914E-15;0.213708269;3.66526E-15;0.213708269;2.09441E-15;0.213708269;3.56053E-15;0.213708269;1.98968E-15;0.213708269;4.18826E-16;0.213708269;1.88495E-15;0.213708269;3.35107E-15;0.213708269;4.8172E-15;0.213708269;6.28332E-15;0.213708269;1.67549E-15;0.213708269;3.14161E-15;0.213708269;4.60774E-15;0.213708269;6.07386E-15;0.213708269;1.46603E-15;0.213708269;2.93215E-15;0.213708269;4.39828E-15;0.213708269;5.8644E-15;0.213708269;7.33053E-15;0.213708269;2.7227E-15;0.213708269;4.18882E-15;0.213708269;5.65494E-15;0.213708269;7.12107E-15;0.213708269;2.51324E-15;0.213708269;3.97936E-15;0.213708269;5.44548E-15;;;;;;;;
;;;;;;;0.012852042;0.006040496;0.000253923;0.010405747;1.07432E-06;0.000951998;0.000422868;0.000230833;5.96019E-05;0.00027465;0.000130513;2.0033E-07;0.001606784;0.000120208;0.000242452;0.000114235;6.14433E-06;3.14675E-05;6.94346E-06;6.13503E-05;2.16575E-05;0.000198855;1.09446E-05;3.70929E-05;9.35054E-06;0.000147745;0.00011037;2.01083E-05;1.33478E-05;3.93873E-05;1.34425E-05;2.83006E-07;4.72199E-06;3.74398E-05;4.36771E-05;5.86169E-05;0.000105969;2.64523E-06;2.74032E-05;1.78699E-05;6.37963E-05;6.25043E-05;4.29518E-06;1.54148E-06;6.35242E-07;2.26435E-05;1.61851E-06;1.06483E-05;5.7231E-07;3.28388E-07;1.17848E-06;3.92452E-06;7.22887E-07;2.50161E-05;2.42628E-05;5.74844E-07;4.41763E-07;4.28937E-07;3.8672E-05;2.03773E-06;5.22815E-07;7.92641E-07;1.37068E-06;9.70645E-06;2.92345E-08;4.19531E-06;4.68653E-06;3.14596E-07;5.17795E-07;2.57253E-06;8.50376E-06;1.21946E-08;1.18761E-07;2.60102E-06;2.19804E-06;1.74262E-06;4.12372E-05;1.95397E-06;2.93649E-06;1.50781E-06;7.26081E-06;1.34051E-06;;;;;;;;
;;;;;;;0.018892538;;0.01065967;;0.000953073;;0.000653701;;0.000334252;;0.000130713;;0.001726992;;0.000356687;;3.76118E-05;;6.82937E-05;;0.000220512;;4.80375E-05;;0.000157096;;0.000130479;;5.2735E-05;;1.37255E-05;;4.21618E-05;;0.000102294;;0.000108615;;4.52732E-05;;0.000126301;;5.83666E-06;;2.32788E-05;;1.22668E-05;;9.00698E-07;;5.103E-06;;2.5739E-05;;2.48377E-05;;8.70699E-07;;4.07097E-05;;1.31546E-06;;1.10771E-05;;4.22454E-06;;5.00112E-06;;3.09033E-06;;8.51595E-06;;2.71978E-06;;3.94066E-06;;4.31911E-05;;4.4443E-06;;8.60132E-06;;;;;;;;;
;;;;;;Periodogram;0.784040325;;0.442376302;;0.039552512;;0.027128606;;0.013871466;;0.005424598;;0.071670168;;0.01480252;;0.00156089;;0.002834191;;0.009151256;;0.001993555;;0.006519463;;0.005414872;;0.002188503;;0.00056961;;0.001749714;;0.004245201;;0.00450751;;0.001878836;;0.005241473;;0.000242221;;0.00096607;;0.000509073;;3.7379E-05;;0.000211775;;0.001068169;;0.001030763;;3.6134E-05;;0.001689454;;5.45914E-05;;0.000459701;;0.000175319;;0.000207547;;0.000128248;;0.000353412;;0.000112871;;0.000163537;;0.001792432;;0.000184438;;0.000356955;;;;;;;;;
;;;;;;F pembagi;0.032407775;;0.048873511;;0.068286706;;0.068885448;;0.069524347;;0.069931425;;0.066738867;;0.069479477;;0.070117628;;0.070056264;;0.069751827;;0.070096776;;0.06987866;;0.069931894;;0.070087381;;0.0701654;;0.070108528;;0.069988263;;0.069975622;;0.070102305;;0.06994025;;0.070181178;;0.070146294;;0.070168318;;0.07019105;;0.070182645;;0.070141373;;0.070143176;;0.07019111;;0.070111432;;0.07019022;;0.070170697;;0.070184402;;0.070182849;;0.070186671;;0.070175819;;0.070187412;;0.07018497;;0.070106469;;0.070183963;;0.070175649;;;;;;;;;
;;;;;;F hitung;46.63704994;;17.44858453;;1.116554158;;0.759174975;;0.384615985;;0.149533016;;2.070148422;;0.410696519;;0.04291282;;0.077987316;;0.252910589;;0.054824174;;0.179849471;;0.149263907;;0.060193449;;0.01564935;;0.048110297;;0.116927045;;0.124174334;;0.051665252;;0.144466813;;0.006653248;;0.02654884;;0.013985603;;0.001026567;;0.005816823;;0.029356719;;0.02832797;;0.000992376;;0.046451476;;0.001499304;;0.012628777;;0.004815364;;0.00570068;;0.003522407;;0.009708134;;0.003100025;;0.004491737;;0.049286329;;0.005065884;;0.009805478;;;;;;;;;
;;;;;;F tabel;3.110766166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;0.784040325;;0.442376302;;0.039552512;;0.027128606;;0.013871466;;0.005424598;;0.071670168;;0.01480252;;0.00156089;;0.002834191;;0.009151256;;0.001993555;;0.006519463;;0.005414872;;0.002188503;;0.00056961;;0.001749714;;0.004245201;;0.00450751;;0.001878836;;0.005241473;;0.000242221;;0.00096607;;0.000509073;;3.7379E-05;;0.000211775;;0.001068169;;0.001030763;;3.6134E-05;;0.001689454;;5.45914E-05;;0.000459701;;0.000175319;;0.000207547;;0.000128248;;0.000353412;;0.000112871;;0.000163537;;0.001792432;;0.000184438;;0.000356955;;;;;;;;;
